yndla3- t7in(rf)~21 yu(r) md7o31 lo(r) fi13-nga31 kwa13,,llegaron los que salieron de esa Finca,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[07_244-07_256].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,7:24.4,7:25.6,0:01.2,444400,445590,1190
,7an13-jan31,,si?,,SMC-2010_06_29-txt-GC-RQL-jdm-01[13_462-13_467].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,13:46.2,13:46.7,0:00.4,826220,826660,440
,nu(r)-nga(rr),,este..,,SMC-2010_06_29-txt-GC-RQL-jdm-01[00_235-00_242].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,0:23.5,0:24.2,0:00.7,23520,24250,730
,7aan3,,bueno,,SMC-2010_06_29-txt-GC-RQL-jdm-01[11_594-11_599].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,11:59.4,11:59.9,0:00.4,719420,719850,430
"kwi72+31 kwa13-7an2+0, ja2+0 l7un31 na720-7a31 nu(r)-nga(rr)",,asi mismo no tambien yo este,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[06_267-06_282].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,6:26.7,6:28.2,0:01.4,386730,388160,1430
,7un13-jun31,,si?,,SMC-2010_06_29-txt-GC-RQL-jdm-01[07_461-07_465].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,7:46.1,7:46.5,0:00.4,466140,466540,400
"lo713 s7en(rf) nu(r) mdaa31-ren7(r) kan720(3) ni31(34), cha713 7in31-yu(r) m7ni3-yu(r) kan73",,"y el lugar donde les dio pues, por su cuenta lo hicieron ",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[02_062-02_090].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,2:06.2,2:09.0,0:02.7,126250,128990,2740
,7aan3,,bueno,,SMC-2010_06_29-txt-GC-RQL-jdm-01[12_058-12_064].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,12:05.8,12:06.4,0:00.6,725790,726360,570
lo713 ntwa13-ren7(r) ng7an(r) ya734 chon73-ren7(r) kwa13-ny7an2+0,,y estaban sentados con las manos pegadas atras asi,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[08_054-08_070].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,8:05.4,8:07.0,0:01.6,485380,487020,1640
,7an13-jan31,,si?,,SMC-2010_06_29-txt-GC-RQL-jdm-01[07_300-07_305].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,7:30.0,7:30.5,0:00.5,450040,450530,490
ny7an(rr) ka(rr) yndla3-ti(r)-yu(r) ni31(34) ti713 ntkwi31-xa13(31)-ran34,,luego como llegaron todavia estaba claro ,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[03_371-03_393].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,3:37.1,3:39.3,0:02.3,217050,219350,2300
ja2+0 jywi3-7a31-yu(r),,no mataron,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[13_347-13_359].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,13:34.7,13:35.9,0:01.2,814720,815890,1170
l7o31 te13-o31,,tambiien Mateo,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[07_516-07_526].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,7:51.6,7:52.6,0:00.9,471650,472550,900
kla2+0-tyi34 ska(r) sna(rr),,treinta(pesos) a la semana  ,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[02_004-02_017].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,2:00.4,2:01.7,0:01.3,120410,121670,1260
li13-nu31(r) ng7an(r) jy7ya13 kwa13,,aquilino que vive en armadillo,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[04_594-05_003].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,4:59.4,5:00.3,0:00.9,299410,300270,860
sna2+31 ya734 ya3 l7o31+0-yu(r) xaa31,,tres veces fueron a alumbrar,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[15_568-15_582].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,15:56.8,15:58.2,0:01.4,956820,958230,1410
"7un3, mla713-ti713-yu(r)",,"no, terminaron ",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[09_515-09_523].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,9:51.5,9:52.3,0:00.8,591500,592310,810
kan73 tnya13 m7ni3 kya713-yu(r),,ese reunion hicieron,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[10_407-10_418].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,10:40.7,10:41.8,0:01.1,640740,641800,1060
mxti72+0-yu(r) 7in31-ran34 s7ya3 n7an3-yu(r) lja72+0 yu(r)-tan(rf) kan73 ntkwa13,,lo desamarraron por que vieron que estaban dormidos los ballistos(soldados) ,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[08_102-08_129].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,8:10.2,8:12.9,0:02.7,490240,492900,2660
,jun3-jun3,,si,,SMC-2010_06_29-txt-GC-RQL-jdm-01[05_421-05_426].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,5:42.1,5:42.6,0:00.4,342140,342560,420
ne7(r)-jylyo(rf) ta2+0-syu23 kan73 kan73-nu(r) ntkwi31-jy7ya(rf) jin2+0-ya734 tyjin(r)-ti713-ren7(r),,"el finado de Anastacio ese tenía la culpa, es muy molesto ( le encantaba la guerra(era peleonero) )",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[08_446-08_479].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,8:44.6,8:47.9,0:03.3,524580,527850,3270
mdjin20 7o31-yu(r) y7an21 la(rf) yjun21((rf)) xa2+0-kan73,,me fui con ellos a san gabriel entonces,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[13_266-13_280].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,13:26.6,13:28.0,0:01.4,806640,808000,1360
,jan13-jan31,,si?,,SMC-2010_06_29-txt-GC-RQL-jdm-01[12_564-12_568].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,12:56.4,12:56.8,0:00.4,776370,776780,410
na34 wa734 yndla13-t7wi13(31) xa2+0-kan73 ny7an31 ka(rr)-ran34,,ya se derritieron entonce en la casa es,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[06_424-06_444].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,6:42.4,6:44.4,0:02.1,402380,404440,2060
ta(r) 7i2+31 yan3 y7wi(r) lo(r)-ran34,,que no veneno tenía?,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[14_263-14_275].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,14:26.3,14:27.5,0:01.1,866300,867450,1150
mxka2+0-ren7(r) 7in31-ran34,,lo desarmaron,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[01_100-01_111].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,1:10.0,1:11.1,0:01.1,69950,71090,1140
"msnyi(r) ya734 t7a3-yu(r) xan73, msnyi(r) si7(r) t7a3-yu(r) xa2+0-kan73, m7ni3-x7we34-yu(r) cha713",," se agarraron de la mano entonces, se dieron abrazos entonces, areglaron las cosas(palabra)",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[09_407-09_439].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,9:40.7,9:43.9,0:03.2,580740,583930,3190
kan73 ms7wa2+0-ren7(r) ni3 nu(r)-nga(rr),,entonces metio el nombre de este...,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[02_482-02_500].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,2:48.2,2:50.0,0:01.7,168250,169960,1710
,jan13-jan31,,si?,,SMC-2010_06_29-txt-GC-RQL-jdm-01[13_144-13_151].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,13:14.4,13:15.1,0:00.6,794430,795060,630
tsa(r) tii2+31-tykwa1+31 nu(r) nkjwi3,,hasta doce son los que murieron,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[05_340-05_352].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,5:34.0,5:35.2,0:01.1,334020,335160,1140
,jan13-jan31,,si,,SMC-2010_06_29-txt-GC-RQL-jdm-01[06_186-06_191].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,6:18.6,6:19.1,0:00.6,378550,379110,560
l7o31 ne7(r)-jylyo(rf) li13-nu31(r),,tambien el finado de Aquilino,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[07_420-07_431].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,7:42.0,7:43.1,0:01.1,461970,463120,1150
msna13-yu(r) xa2+0-kan73,,corieron entonces,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[08_171-08_180].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,8:17.1,8:18.0,0:01.0,497070,498030,960
chon73 na34 ja2+0 su3 pi13-so31 ny7an13(31) kan73 to713 lyuu(rf)-ti(r)-ran34,,por que no tenía piso la casa y.. era pura tierra nomas,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[15_339-15_366].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,15:33.9,15:36.6,0:02.7,933930,936590,2660
,"7aan3, jan31",,"aa, si?",,SMC-2010_06_29-txt-GC-RQL-jdm-01[01_246-01_256].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,1:24.6,1:25.6,0:01.0,84600,85620,1020
lo713 na34 ja2+0 ntkwi31 ne7(r)-po13-ncho31 kwa13 jy7ya(rf) nu(r)-nga(rr),,pero no tiene ese don Alfonso la culpa este..,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[08_414-08_433].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,8:41.4,8:43.3,0:02.0,521370,523340,1970
"na73(20) jywin(r) kwa13-7an2+0  jwin(r), nde34 l7o31 jytun13 7in13(31)-yu(r) kwa13-7an2+0 jwin(r)-ren7(r)",,"yo lo mate asi dijo, aqui tengo su arma, asi dijo",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[04_172-04_196].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,4:17.2,4:19.6,0:02.4,257210,259650,2440
kan73 mjy7in31-yu(r)-ran34 nyi(r) jyan3-kyen20,,entonces lo pegó en mi mero pecho (disparó en el mero pecho del señor a balazo),,,SMC-2010_06_29-txt-GC-RQL-jdm-01[15_012-15_025].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,15:01.2,15:02.5,0:01.2,901230,902480,1250
jin2+0-ya734 tyjin(r)-ti713-ren7(r) cha713-ksun13(31),,mucho le gustaba hecer guerra,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[02_449-02_462].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,2:44.9,2:46.2,0:01.3,164950,166240,1290
ja2+0-ska34 na34 nkwa13 cha731(13)-ksun13(31) mdaa13(31)-sna34  xan73,,"no paso nada, guerra empezo entonce",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[03_490-03_508].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,3:49.0,3:50.8,0:01.8,228990,230820,1830
md7o31-yu(r) msna13-yu(r) xa2+0-kan3 wa734-ka(rr) 7in31-yu(r) ni34 kwa13-7an2+0 jwin(r),,"echó a correr entonces, ya está él(ya llegó su fin, se murió) ahora asi dijo",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[14_412-14_436].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,14:41.2,14:43.6,0:02.4,881250,883630,2380
,jywi3-yu(r) 7in31 jan73,,lo mataron entonces,,SMC-2010_06_29-txt-GC-RQL-jdm-01[04_304-04_310].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,4:30.4,4:31.0,0:00.6,270410,271000,590
msnyi(r)-yu(r)-7yan31 y7an21 ti34  wya1+31,,me agarraron y me fui a Nopala ,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[13_181-13_195].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,13:18.1,13:19.5,0:01.3,798140,799480,1340
"lo713 s7en(rf) wa734 ngun34-yu(r) to713-n7an(r) kan73, kan73 ngun34-yu(r) ya734 nu(r)-nga(rr)",,"y donde ya dispararon a la puerta, entonces dispararon la mano de este...",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[04_547-04_571].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,4:54.7,4:57.1,0:02.4,294670,297110,2440
,7an13-jan31,,si,,SMC-2010_06_29-txt-GC-RQL-jdm-01[01_212-01_216].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,1:21.2,1:21.6,0:00.4,81170,81600,430
xa2+0-kan73 mlyu3-ren7(r) cha713 md7o31 tkween13(31) 7in13(31)-ran34 ti13 lo(r) fi13-nga31,,entonce anduvieron viendo para que saliera el camino en la finca,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[01_288-01_310].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,1:28.8,1:31.0,0:02.3,88790,91050,2260
tsa(r) skwa2+31-sye2+0-nto23-yu(r) nkwa13-ti713-yu(r) kjwi2+0-yu(r) 7yan31,,seiscientos quisieron matarmen ,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[11_095-11_119].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,11:09.5,11:11.9,0:02.4,669490,671900,2410
kan73 mjy7in(r)-ran34 nu(r)-nga(rr) to31-ty7i13-yu(r) tye31 7in31 si(r)-lya2+0 kan73,,entonces lo pegué este en el pecho del jefe de los auxiliares(policías),,,SMC-2010_06_29-txt-GC-RQL-jdm-01[14_305-14_329].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,14:30.5,14:32.9,0:02.5,870460,872940,2480
ne7(r)-jylyo(rf) be1+31 kan73 ,,el finado de Bernabel ,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[04_026-04_034].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,4:02.6,4:03.4,0:00.8,242600,243360,760
,ti13 mtkwa2+0-yu(r) yni3-ren7(r) s7ya3 cha713 ka2+0-j7an31-ti(r)-ren7(r),,mecate le pusieron en su cuello con tal de que aceptara?,,SMC-2010_06_29-txt-GC-RQL-jdm-01[12_590-13_006].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,12:59.0,13:00.6,0:01.5,779050,780560,1510
s7we34-la31-ti(r) kwen2+0-ran!(rf)~2f l7o31 jwe2+0-sa23 nyan2+0-tin73(20) xan73 na34 na34 la13 ka(rr) ran34 kwa13,,es mas mejor vomitar a la fuerza pense entonces es que cosa peligrosa es eso,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[14_511-14_546].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,14:51.1,14:54.6,0:03.5,891060,894570,3510
ja2+0 mdaa31-sna34-7a13(31)-yu(r) ,,ya no lo empezaron,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[09_500-09_509].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,9:50.0,9:50.9,0:00.8,590040,590890,850
kan73 mtsa31(mtsa713)-ren7(r) ka(rr) kan73 jan73 jwin(r)-ren7(r),,entonce avisaron a ellos dijo,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[03_177-03_196].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,3:17.7,3:19.6,0:01.9,197680,199580,1900
s7ya3 cha713 nu(r) nkwa13 nu(r) nkwa13 m.. nu31(r) nkwa13 mten13 s7ya3 cha713 nu(r) yndlo2+0 tne3-ti(r) tsa2+0~(r) kan73-ti(r) cha713,,"por que este se puso, que se puso bla..., que se pus balnco por que este se tiró sangre,  solamente eso",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[16_433-16_477].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,16:43.3,16:47.7,0:04.4,1003320,1007680,4360
kwi72+31-7an2+0 wa734 yndla(rf)(3)-yu(r) xa2+0kan73,,de por si ya llegaron entonces,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[07_308-07_321].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,7:30.8,7:32.1,0:01.3,450810,452120,1310
s7ya3 cha713 ntkwi21-wa2f jy7ya(rf) mdaa31-ya734-wa(r)~2f 7in13(31) kan73 cha713 xi34-t7in31 kjwi2+0 xa2+0-kan73,,por que tuve la culpa de ayudarlo por eso volerá a matarme entonces,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[10_493-10_526].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,10:49.3,10:52.6,0:03.4,649280,652650,3370
jun13-jun31,,si,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[00_581-00_588].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,0:58.1,0:58.8,0:00.7,58090,58810,720
"ms7an(r) n7an(r) kan73 jyten13-yu(r), jyten13 nten2+0 ni31(34)",,"se llenó la casa que entraron, entró la gente ahora",,,SMC-2010_06_29-txt-GC-RQL-jdm-01[16_142-16_166].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,16:14.2,16:16.6,0:02.4,974176,976556,2380
lo713  ja(r)-kwa3(r) tsan(rf) md7wi(r) jy7o31 kan720(3) ,,y cuatro dias estuvo(vivió) ese hombre(indio) ,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[05_312-05_329].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,5:31.2,5:32.9,0:01.7,331190,332900,1710
,"7aan3, jan13-jan31, jan3-jan3",,"aa, si, si",,SMC-2010_06_29-txt-GC-RQL-jdm-01[16_477-16_489].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,16:47.7,16:48.9,0:01.2,1007710,1008930,1220
jun13-jun731,,si,,,SMC-2010_06_29-txt-GC-RQL-jdm-01[08_206-08_211].wav,SMC-2010_06_29-txt-GC-RQL-jdm-01.wav,SMC-2010_06_29-txt-GC-RQL-HRV-jdm-01.eaf,,8:20.6,8:21.1,0:00.5,500590,501110,520
